verb,conjugacio,mode,temps,persona,nombre,pronom,forma_conjugada
preguntar,1a,subjuntiu,pretèrit plusquamperfet,2a,singular,tu,haguesses preguntat
preguntar,1a,subjuntiu,pretèrit plusquamperfet,3a,singular,ell,hagués preguntat
preguntar,1a,subjuntiu,pretèrit plusquamperfet,3a,singular,ella,hagués preguntat
preguntar,1a,subjuntiu,pretèrit plusquamperfet,1a,plural,nosaltres,haguàrem preguntat
preguntar,1a,subjuntiu,pretèrit plusquamperfet,1a,plural,nosaltres,haguàrem preguntat
preguntar,1a,subjuntiu,pretèrit plusquamperfet,2a,plural,vosaltres,haguàreu preguntat
preguntar,1a,subjuntiu,pretèrit plusquamperfet,2a,plural,vosaltres,haguàreu preguntat
preguntar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,ells,haguaren preguntat
preguntar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,ells,haguaren preguntat
preguntar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,elles,haguaren preguntat
preguntar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,elles,haguaren preguntat
preguntar,1a,indicatiu,condicional perfet,1a,singular,jo,hauria preguntat
preguntar,1a,indicatiu,condicional perfet,1a,singular,jo,haguera preguntat
preguntar,1a,indicatiu,condicional perfet,2a,singular,tu,hauries preguntat
preguntar,1a,indicatiu,condicional perfet,2a,singular,tu,hagueras preguntat
preguntar,1a,indicatiu,condicional perfet,3a,singular,ell,hauria preguntat
preguntar,1a,indicatiu,condicional perfet,3a,singular,ell,haguera preguntat
preguntar,1a,indicatiu,condicional perfet,3a,singular,ella,hauria preguntat
preguntar,1a,indicatiu,condicional perfet,3a,singular,ella,haguera preguntat
preguntar,1a,indicatiu,condicional perfet,1a,plural,nosaltres,hauríem preguntat
preguntar,1a,indicatiu,condicional perfet,1a,plural,nosaltres,haguérem preguntat
preguntar,1a,indicatiu,condicional perfet,2a,plural,vosaltres,hauríeu preguntat
preguntar,1a,indicatiu,condicional perfet,2a,plural,vosaltres,haguéreu preguntat
preguntar,1a,indicatiu,condicional perfet,3a,plural,ells,haurien preguntat
preguntar,1a,indicatiu,condicional perfet,3a,plural,ells,hagueren preguntat
preguntar,1a,indicatiu,condicional perfet,3a,plural,elles,haurien preguntat
preguntar,1a,indicatiu,condicional perfet,3a,plural,elles,hagueren preguntat
preguntar,1a,indicatiu,passat perifràstic,1a,singular,jo,vaig preguntar
preguntar,1a,indicatiu,passat perifràstic,2a,singular,tu,vares preguntar
preguntar,1a,indicatiu,passat perifràstic,3a,singular,ell,va preguntar
preguntar,1a,indicatiu,passat perifràstic,3a,singular,ella,va preguntar
preguntar,1a,indicatiu,passat perifràstic,1a,plural,nosaltres,vàrem preguntar
preguntar,1a,indicatiu,passat perifràstic,2a,plural,vosaltres,vàreu preguntar
preguntar,1a,indicatiu,passat perifràstic,3a,plural,ells,van preguntar
preguntar,1a,indicatiu,passat perifràstic,3a,plural,elles,van preguntar
preguntar,1a,indicatiu,passat anterior perifràstic,1a,singular,jo,vaig haver preguntat
preguntar,1a,indicatiu,passat anterior perifràstic,2a,singular,tu,vares haver preguntat
preguntar,1a,indicatiu,passat anterior perifràstic,3a,singular,ell,va haver preguntat
preguntar,1a,indicatiu,passat anterior perifràstic,3a,singular,ella,va haver preguntat
preguntar,1a,indicatiu,passat anterior perifràstic,1a,plural,nosaltres,vàrem haver preguntat
preguntar,1a,indicatiu,passat anterior perifràstic,2a,plural,vosaltres,vàreu haver preguntat
preguntar,1a,indicatiu,passat anterior perifràstic,3a,plural,ells,van haver preguntat
preguntar,1a,indicatiu,passat anterior perifràstic,3a,plural,elles,van haver preguntat
contestar,1a,indicatiu,present,1a,singular,jo,conteste
contestar,1a,indicatiu,present,2a,singular,tu,contestes
contestar,1a,indicatiu,present,3a,singular,ell,contesta
contestar,1a,indicatiu,present,3a,singular,ella,contesta
contestar,1a,indicatiu,present,1a,plural,nosaltres,contestem
contestar,1a,indicatiu,present,2a,plural,vosaltres,contesteu
contestar,1a,indicatiu,present,3a,plural,ells,contesten
contestar,1a,indicatiu,present,3a,plural,elles,contesten
contestar,1a,indicatiu,imperfet,1a,singular,jo,contestava
contestar,1a,indicatiu,imperfet,2a,singular,tu,contestaves
contestar,1a,indicatiu,imperfet,3a,singular,ell,contestava
contestar,1a,indicatiu,imperfet,3a,singular,ella,contestava
contestar,1a,indicatiu,imperfet,1a,plural,nosaltres,contestàvem
contestar,1a,indicatiu,imperfet,2a,plural,vosaltres,contestàveu
contestar,1a,indicatiu,imperfet,3a,plural,ells,contestaven
contestar,1a,indicatiu,imperfet,3a,plural,elles,contestaven
contestar,1a,indicatiu,passat simple,1a,singular,jo,contestí
contestar,1a,indicatiu,passat simple,2a,singular,tu,contestares
contestar,1a,indicatiu,passat simple,3a,singular,ell,contestà
contestar,1a,indicatiu,passat simple,3a,singular,ella,contestà
contestar,1a,indicatiu,passat simple,1a,plural,nosaltres,contestàrem
contestar,1a,indicatiu,passat simple,2a,plural,vosaltres,contestàreu
contestar,1a,indicatiu,passat simple,3a,plural,ells,contestaren
contestar,1a,indicatiu,passat simple,3a,plural,elles,contestaren
contestar,1a,indicatiu,futur,1a,singular,jo,contestaré
contestar,1a,indicatiu,futur,2a,singular,tu,contestaràs
contestar,1a,indicatiu,futur,3a,singular,ell,contestarà
contestar,1a,indicatiu,futur,3a,singular,ella,contestarà
contestar,1a,indicatiu,futur,1a,plural,nosaltres,contestarem
contestar,1a,indicatiu,futur,2a,plural,vosaltres,contestareu
contestar,1a,indicatiu,futur,3a,plural,ells,contestaran
contestar,1a,indicatiu,futur,3a,plural,elles,contestaran
contestar,1a,subjuntiu,present,1a,singular,jo,conteste
contestar,1a,subjuntiu,present,2a,singular,tu,contestes
contestar,1a,subjuntiu,present,3a,singular,ell,conteste
contestar,1a,subjuntiu,present,3a,singular,ella,conteste
contestar,1a,subjuntiu,present,1a,plural,nosaltres,contestem
contestar,1a,subjuntiu,present,2a,plural,vosaltres,contesteu
contestar,1a,subjuntiu,present,3a,plural,ells,contesten
contestar,1a,subjuntiu,present,3a,plural,elles,contesten
contestar,1a,subjuntiu,imperfet,1a,singular,jo,contestàs
contestar,1a,subjuntiu,imperfet,2a,singular,tu,contestasses
contestar,1a,subjuntiu,imperfet,3a,singular,ell,contestàs
contestar,1a,subjuntiu,imperfet,3a,singular,ella,contestàs
contestar,1a,subjuntiu,imperfet,1a,plural,nosaltres,contestàssem
contestar,1a,subjuntiu,imperfet,2a,plural,vosaltres,contestàsseu
contestar,1a,subjuntiu,imperfet,3a,plural,ells,contestassen
contestar,1a,subjuntiu,imperfet,3a,plural,elles,contestassen
contestar,1a,indicatiu,condicional simple,1a,singular,jo,contestaria
contestar,1a,indicatiu,condicional simple,2a,singular,tu,contestaries
contestar,1a,indicatiu,condicional simple,3a,singular,ell,contestaria
contestar,1a,indicatiu,condicional simple,3a,singular,ella,contestaria
contestar,1a,indicatiu,condicional simple,1a,plural,nosaltres,contestaríem
contestar,1a,indicatiu,condicional simple,2a,plural,vosaltres,contestaríeu
contestar,1a,indicatiu,condicional simple,3a,plural,ells,contestarien
contestar,1a,indicatiu,condicional simple,3a,plural,elles,contestarien
contestar,1a,imperatiu,imperatiu,2a,singular,tu,contesta
contestar,1a,imperatiu,imperatiu,3a,singular,ell,conteste
contestar,1a,imperatiu,imperatiu,3a,singular,ella,conteste
contestar,1a,imperatiu,imperatiu,1a,plural,nosaltres,contestem
contestar,1a,imperatiu,imperatiu,2a,plural,vosaltres,contesteu
contestar,1a,imperatiu,imperatiu,3a,plural,ells,contesten
contestar,1a,imperatiu,imperatiu,3a,plural,elles,contesten
contestar,1a,infinitiu,infinitiu,,,,contestar
contestar,1a,gerundi,gerundi,,,,contestant
contestar,1a,participi,participi,,singular,,contestat
contestar,1a,participi,participi,,plural,,contestada
contestar,1a,participi,participi,,singular,,contestats
contestar,1a,participi,participi,,plural,,contestades
contestar,1a,indicatiu,pretèrit perfet compost,1a,singular,jo,he contestat
contestar,1a,indicatiu,pretèrit perfet compost,1a,singular,jo,haig contestat
contestar,1a,indicatiu,pretèrit perfet compost,2a,singular,tu,has contestat
contestar,1a,indicatiu,pretèrit perfet compost,3a,singular,ell,ha contestat
contestar,1a,indicatiu,pretèrit perfet compost,3a,singular,ella,ha contestat
contestar,1a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,havem contestat
contestar,1a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,hem contestat
contestar,1a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,haveu contestat
contestar,1a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,heu contestat
contestar,1a,indicatiu,pretèrit perfet compost,3a,plural,ells,han contestat
contestar,1a,indicatiu,pretèrit perfet compost,3a,plural,elles,han contestat
contestar,1a,indicatiu,pretèrit plusquamperfet,1a,singular,jo,havia contestat
contestar,1a,indicatiu,pretèrit plusquamperfet,2a,singular,tu,havies contestat
contestar,1a,indicatiu,pretèrit plusquamperfet,3a,singular,ell,havia contestat
contestar,1a,indicatiu,pretèrit plusquamperfet,3a,singular,ella,havia contestat
contestar,1a,indicatiu,pretèrit plusquamperfet,1a,plural,nosaltres,havíem contestat
contestar,1a,indicatiu,pretèrit plusquamperfet,2a,plural,vosaltres,havíeu contestat
contestar,1a,indicatiu,pretèrit plusquamperfet,3a,plural,ells,havien contestat
contestar,1a,indicatiu,pretèrit plusquamperfet,3a,plural,elles,havien contestat
contestar,1a,indicatiu,pretèrit anterior,1a,singular,jo,haguí contestat
contestar,1a,indicatiu,pretèrit anterior,2a,singular,tu,hagueres contestat
contestar,1a,indicatiu,pretèrit anterior,3a,singular,ell,hagué contestat
contestar,1a,indicatiu,pretèrit anterior,3a,singular,ella,hagué contestat
contestar,1a,indicatiu,pretèrit anterior,1a,plural,nosaltres,haguérem contestat
contestar,1a,indicatiu,pretèrit anterior,2a,plural,vosaltres,haguéreu contestat
contestar,1a,indicatiu,pretèrit anterior,3a,plural,ells,hagueren contestat
contestar,1a,indicatiu,pretèrit anterior,3a,plural,elles,hagueren contestat
contestar,1a,indicatiu,futur perfet,1a,singular,jo,hauré contestat
contestar,1a,indicatiu,futur perfet,2a,singular,tu,hauràs contestat
contestar,1a,indicatiu,futur perfet,3a,singular,ell,haurà contestat
contestar,1a,indicatiu,futur perfet,3a,singular,ella,haurà contestat
contestar,1a,indicatiu,futur perfet,1a,plural,nosaltres,haurem contestat
contestar,1a,indicatiu,futur perfet,2a,plural,vosaltres,haureu contestat
contestar,1a,indicatiu,futur perfet,3a,plural,ells,hauran contestat
contestar,1a,indicatiu,futur perfet,3a,plural,elles,hauran contestat
contestar,1a,subjuntiu,pretèrit perfet,1a,singular,jo,haga contestat
contestar,1a,subjuntiu,pretèrit perfet,2a,singular,tu,hages contestat
contestar,1a,subjuntiu,pretèrit perfet,3a,singular,ell,haga contestat
contestar,1a,subjuntiu,pretèrit perfet,3a,singular,ella,haga contestat
contestar,1a,subjuntiu,pretèrit perfet,1a,plural,nosaltres,hàgim contestat
contestar,1a,subjuntiu,pretèrit perfet,1a,plural,nosaltres,haguem contestat
contestar,1a,subjuntiu,pretèrit perfet,2a,plural,vosaltres,hàgiu contestat
contestar,1a,subjuntiu,pretèrit perfet,2a,plural,vosaltres,hagueu contestat
contestar,1a,subjuntiu,pretèrit perfet,3a,plural,ells,hagen contestat
contestar,1a,subjuntiu,pretèrit perfet,3a,plural,elles,hagen contestat
contestar,1a,subjuntiu,pretèrit plusquamperfet,1a,singular,jo,hagués contestat
contestar,1a,subjuntiu,pretèrit plusquamperfet,2a,singular,tu,haguesses contestat
contestar,1a,subjuntiu,pretèrit plusquamperfet,2a,singular,tu,haguesses contestat
contestar,1a,subjuntiu,pretèrit plusquamperfet,3a,singular,ell,hagués contestat
contestar,1a,subjuntiu,pretèrit plusquamperfet,3a,singular,ella,hagués contestat
contestar,1a,subjuntiu,pretèrit plusquamperfet,1a,plural,nosaltres,haguàrem contestat
contestar,1a,subjuntiu,pretèrit plusquamperfet,1a,plural,nosaltres,haguàrem contestat
contestar,1a,subjuntiu,pretèrit plusquamperfet,2a,plural,vosaltres,haguàreu contestat
contestar,1a,subjuntiu,pretèrit plusquamperfet,2a,plural,vosaltres,haguàreu contestat
contestar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,ells,haguaren contestat
contestar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,ells,haguaren contestat
contestar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,elles,haguaren contestat
contestar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,elles,haguaren contestat
contestar,1a,indicatiu,condicional perfet,1a,singular,jo,hauria contestat
contestar,1a,indicatiu,condicional perfet,1a,singular,jo,haguera contestat
contestar,1a,indicatiu,condicional perfet,2a,singular,tu,hauries contestat
contestar,1a,indicatiu,condicional perfet,2a,singular,tu,hagueras contestat
contestar,1a,indicatiu,condicional perfet,3a,singular,ell,hauria contestat
contestar,1a,indicatiu,condicional perfet,3a,singular,ell,haguera contestat
contestar,1a,indicatiu,condicional perfet,3a,singular,ella,hauria contestat
contestar,1a,indicatiu,condicional perfet,3a,singular,ella,haguera contestat
contestar,1a,indicatiu,condicional perfet,1a,plural,nosaltres,hauríem contestat
contestar,1a,indicatiu,condicional perfet,1a,plural,nosaltres,haguérem contestat
contestar,1a,indicatiu,condicional perfet,2a,plural,vosaltres,hauríeu contestat
contestar,1a,indicatiu,condicional perfet,2a,plural,vosaltres,haguéreu contestat
contestar,1a,indicatiu,condicional perfet,3a,plural,ells,haurien contestat
contestar,1a,indicatiu,condicional perfet,3a,plural,ells,hagueren contestat
contestar,1a,indicatiu,condicional perfet,3a,plural,elles,haurien contestat
contestar,1a,indicatiu,condicional perfet,3a,plural,elles,hagueren contestat
contestar,1a,indicatiu,passat perifràstic,1a,singular,jo,vaig contestar
contestar,1a,indicatiu,passat perifràstic,2a,singular,tu,vares contestar
contestar,1a,indicatiu,passat perifràstic,3a,singular,ell,va contestar
contestar,1a,indicatiu,passat perifràstic,3a,singular,ella,va contestar
contestar,1a,indicatiu,passat perifràstic,1a,plural,nosaltres,vàrem contestar
contestar,1a,indicatiu,passat perifràstic,2a,plural,vosaltres,vàreu contestar
contestar,1a,indicatiu,passat perifràstic,3a,plural,ells,van contestar
contestar,1a,indicatiu,passat perifràstic,3a,plural,elles,van contestar
contestar,1a,indicatiu,passat anterior perifràstic,1a,singular,jo,vaig haver contestat
contestar,1a,indicatiu,passat anterior perifràstic,2a,singular,tu,vares haver contestat
contestar,1a,indicatiu,passat anterior perifràstic,3a,singular,ell,va haver contestat
contestar,1a,indicatiu,passat anterior perifràstic,3a,singular,ella,va haver contestat
contestar,1a,indicatiu,passat anterior perifràstic,1a,plural,nosaltres,vàrem haver contestat
contestar,1a,indicatiu,passat anterior perifràstic,2a,plural,vosaltres,vàreu haver contestat
contestar,1a,indicatiu,passat anterior perifràstic,3a,plural,ells,van haver contestat
contestar,1a,indicatiu,passat anterior perifràstic,3a,plural,elles,van haver contestat
necessitar,1a,indicatiu,present,1a,singular,jo,necessite
necessitar,1a,indicatiu,present,2a,singular,tu,necessites
necessitar,1a,indicatiu,present,3a,singular,ell,necessita
necessitar,1a,indicatiu,present,3a,singular,ella,necessita
necessitar,1a,indicatiu,present,1a,plural,nosaltres,necessitem
necessitar,1a,indicatiu,present,2a,plural,vosaltres,necessiteu
necessitar,1a,indicatiu,present,3a,plural,ells,necessiten
necessitar,1a,indicatiu,present,3a,plural,elles,necessiten
necessitar,1a,indicatiu,imperfet,1a,singular,jo,necessitava
necessitar,1a,indicatiu,imperfet,2a,singular,tu,necessitaves
necessitar,1a,indicatiu,imperfet,3a,singular,ell,necessitava
necessitar,1a,indicatiu,imperfet,3a,singular,ella,necessitava
necessitar,1a,indicatiu,imperfet,1a,plural,nosaltres,necessitàvem
necessitar,1a,indicatiu,imperfet,2a,plural,vosaltres,necessitàveu
necessitar,1a,indicatiu,imperfet,3a,plural,ells,necessitaven
necessitar,1a,indicatiu,imperfet,3a,plural,elles,necessitaven
necessitar,1a,indicatiu,passat simple,1a,singular,jo,necessití
necessitar,1a,indicatiu,passat simple,2a,singular,tu,necessitares
necessitar,1a,indicatiu,passat simple,3a,singular,ell,necessità
necessitar,1a,indicatiu,passat simple,3a,singular,ella,necessità
necessitar,1a,indicatiu,passat simple,1a,plural,nosaltres,necessitàrem
necessitar,1a,indicatiu,passat simple,2a,plural,vosaltres,necessitàreu
necessitar,1a,indicatiu,passat simple,3a,plural,ells,necessitaren
necessitar,1a,indicatiu,passat simple,3a,plural,elles,necessitaren
necessitar,1a,indicatiu,futur,1a,singular,jo,necessitaré
necessitar,1a,indicatiu,futur,2a,singular,tu,necessitaràs
necessitar,1a,indicatiu,futur,3a,singular,ell,necessitarà
necessitar,1a,indicatiu,futur,3a,singular,ella,necessitarà
necessitar,1a,indicatiu,futur,1a,plural,nosaltres,necessitarem
necessitar,1a,indicatiu,futur,2a,plural,vosaltres,necessitareu
necessitar,1a,indicatiu,futur,3a,plural,ells,necessitaran
necessitar,1a,indicatiu,futur,3a,plural,elles,necessitaran
necessitar,1a,subjuntiu,present,1a,singular,jo,necessite
necessitar,1a,subjuntiu,present,2a,singular,tu,necessites
necessitar,1a,subjuntiu,present,3a,singular,ell,necessite
necessitar,1a,subjuntiu,present,3a,singular,ella,necessite
necessitar,1a,subjuntiu,present,1a,plural,nosaltres,necessitem
necessitar,1a,subjuntiu,present,2a,plural,vosaltres,necessiteu
necessitar,1a,subjuntiu,present,3a,plural,ells,necessiten
necessitar,1a,subjuntiu,present,3a,plural,elles,necessiten
necessitar,1a,subjuntiu,imperfet,1a,singular,jo,necessitàs
necessitar,1a,subjuntiu,imperfet,2a,singular,tu,necessitasses
necessitar,1a,subjuntiu,imperfet,3a,singular,ell,necessitàs
necessitar,1a,subjuntiu,imperfet,3a,singular,ella,necessitàs
necessitar,1a,subjuntiu,imperfet,1a,plural,nosaltres,necessitàssem
necessitar,1a,subjuntiu,imperfet,2a,plural,vosaltres,necessitàsseu
necessitar,1a,subjuntiu,imperfet,3a,plural,ells,necessitassen
necessitar,1a,subjuntiu,imperfet,3a,plural,elles,necessitassen
necessitar,1a,indicatiu,condicional simple,1a,singular,jo,necessitaria
necessitar,1a,indicatiu,condicional simple,2a,singular,tu,necessitaries
necessitar,1a,indicatiu,condicional simple,3a,singular,ell,necessitaria
necessitar,1a,indicatiu,condicional simple,3a,singular,ella,necessitaria
necessitar,1a,indicatiu,condicional simple,1a,plural,nosaltres,necessitaríem
necessitar,1a,indicatiu,condicional simple,2a,plural,vosaltres,necessitaríeu
necessitar,1a,indicatiu,condicional simple,3a,plural,ells,necessitarien
necessitar,1a,indicatiu,condicional simple,3a,plural,elles,necessitarien
necessitar,1a,imperatiu,imperatiu,2a,singular,tu,necessita
necessitar,1a,imperatiu,imperatiu,3a,singular,ell,necessite
necessitar,1a,imperatiu,imperatiu,3a,singular,ella,necessite
necessitar,1a,imperatiu,imperatiu,1a,plural,nosaltres,necessitem
necessitar,1a,imperatiu,imperatiu,2a,plural,vosaltres,necessiteu
necessitar,1a,imperatiu,imperatiu,3a,plural,ells,necessiten
necessitar,1a,imperatiu,imperatiu,3a,plural,elles,necessiten
necessitar,1a,infinitiu,infinitiu,,,,necessitar
necessitar,1a,gerundi,gerundi,,,,necessitant
necessitar,1a,participi,participi,,singular,,necessitat
necessitar,1a,participi,participi,,plural,,necessitada
necessitar,1a,participi,participi,,singular,,necessitats
necessitar,1a,participi,participi,,plural,,necessitades
necessitar,1a,indicatiu,pretèrit perfet compost,1a,singular,jo,he necessitat
necessitar,1a,indicatiu,pretèrit perfet compost,1a,singular,jo,haig necessitat
necessitar,1a,indicatiu,pretèrit perfet compost,2a,singular,tu,has necessitat
necessitar,1a,indicatiu,pretèrit perfet compost,3a,singular,ell,ha necessitat
necessitar,1a,indicatiu,pretèrit perfet compost,3a,singular,ella,ha necessitat
necessitar,1a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,havem necessitat
necessitar,1a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,hem necessitat
necessitar,1a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,haveu necessitat
necessitar,1a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,heu necessitat
necessitar,1a,indicatiu,pretèrit perfet compost,3a,plural,ells,han necessitat
necessitar,1a,indicatiu,pretèrit perfet compost,3a,plural,elles,han necessitat
necessitar,1a,indicatiu,pretèrit plusquamperfet,1a,singular,jo,havia necessitat
necessitar,1a,indicatiu,pretèrit plusquamperfet,2a,singular,tu,havies necessitat
necessitar,1a,indicatiu,pretèrit plusquamperfet,3a,singular,ell,havia necessitat
necessitar,1a,indicatiu,pretèrit plusquamperfet,3a,singular,ella,havia necessitat
necessitar,1a,indicatiu,pretèrit plusquamperfet,1a,plural,nosaltres,havíem necessitat
necessitar,1a,indicatiu,pretèrit plusquamperfet,2a,plural,vosaltres,havíeu necessitat
necessitar,1a,indicatiu,pretèrit plusquamperfet,3a,plural,ells,havien necessitat
necessitar,1a,indicatiu,pretèrit plusquamperfet,3a,plural,elles,havien necessitat
necessitar,1a,indicatiu,pretèrit anterior,1a,singular,jo,haguí necessitat
necessitar,1a,indicatiu,pretèrit anterior,2a,singular,tu,hagueres necessitat
necessitar,1a,indicatiu,pretèrit anterior,3a,singular,ell,hagué necessitat
necessitar,1a,indicatiu,pretèrit anterior,3a,singular,ella,hagué necessitat
necessitar,1a,indicatiu,pretèrit anterior,1a,plural,nosaltres,haguérem necessitat
necessitar,1a,indicatiu,pretèrit anterior,2a,plural,vosaltres,haguéreu necessitat
necessitar,1a,indicatiu,pretèrit anterior,3a,plural,ells,hagueren necessitat
necessitar,1a,indicatiu,pretèrit anterior,3a,plural,elles,hagueren necessitat
necessitar,1a,indicatiu,futur perfet,1a,singular,jo,hauré necessitat
necessitar,1a,indicatiu,futur perfet,2a,singular,tu,hauràs necessitat
necessitar,1a,indicatiu,futur perfet,3a,singular,ell,haurà necessitat
necessitar,1a,indicatiu,futur perfet,3a,singular,ella,haurà necessitat
necessitar,1a,indicatiu,futur perfet,1a,plural,nosaltres,haurem necessitat
necessitar,1a,indicatiu,futur perfet,2a,plural,vosaltres,haureu necessitat
necessitar,1a,indicatiu,futur perfet,3a,plural,ells,hauran necessitat
necessitar,1a,indicatiu,futur perfet,3a,plural,elles,hauran necessitat
necessitar,1a,subjuntiu,pretèrit perfet,1a,singular,jo,haga necessitat
necessitar,1a,subjuntiu,pretèrit perfet,2a,singular,tu,hages necessitat
necessitar,1a,subjuntiu,pretèrit perfet,3a,singular,ell,haga necessitat
necessitar,1a,subjuntiu,pretèrit perfet,3a,singular,ella,haga necessitat
necessitar,1a,subjuntiu,pretèrit perfet,1a,plural,nosaltres,hàgim necessitat
necessitar,1a,subjuntiu,pretèrit perfet,1a,plural,nosaltres,haguem necessitat
necessitar,1a,subjuntiu,pretèrit perfet,2a,plural,vosaltres,hàgiu necessitat
necessitar,1a,subjuntiu,pretèrit perfet,2a,plural,vosaltres,hagueu necessitat
necessitar,1a,subjuntiu,pretèrit perfet,3a,plural,ells,hagen necessitat
necessitar,1a,subjuntiu,pretèrit perfet,3a,plural,elles,hagen necessitat
necessitar,1a,subjuntiu,pretèrit plusquamperfet,1a,singular,jo,hagués necessitat
necessitar,1a,subjuntiu,pretèrit plusquamperfet,2a,singular,tu,haguesses necessitat
necessitar,1a,subjuntiu,pretèrit plusquamperfet,2a,singular,tu,haguesses necessitat
necessitar,1a,subjuntiu,pretèrit plusquamperfet,3a,singular,ell,hagués necessitat
necessitar,1a,subjuntiu,pretèrit plusquamperfet,3a,singular,ella,hagués necessitat
necessitar,1a,subjuntiu,pretèrit plusquamperfet,1a,plural,nosaltres,haguàrem necessitat
necessitar,1a,subjuntiu,pretèrit plusquamperfet,1a,plural,nosaltres,haguàrem necessitat
necessitar,1a,subjuntiu,pretèrit plusquamperfet,2a,plural,vosaltres,haguàreu necessitat
necessitar,1a,subjuntiu,pretèrit plusquamperfet,2a,plural,vosaltres,haguàreu necessitat
necessitar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,ells,haguaren necessitat
necessitar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,ells,haguaren necessitat
necessitar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,elles,haguaren necessitat
necessitar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,elles,haguaren necessitat
necessitar,1a,indicatiu,condicional perfet,1a,singular,jo,hauria necessitat
necessitar,1a,indicatiu,condicional perfet,1a,singular,jo,haguera necessitat
necessitar,1a,indicatiu,condicional perfet,2a,singular,tu,hauries necessitat
necessitar,1a,indicatiu,condicional perfet,2a,singular,tu,hagueras necessitat
necessitar,1a,indicatiu,condicional perfet,3a,singular,ell,hauria necessitat
necessitar,1a,indicatiu,condicional perfet,3a,singular,ell,haguera necessitat
necessitar,1a,indicatiu,condicional perfet,3a,singular,ella,hauria necessitat
necessitar,1a,indicatiu,condicional perfet,3a,singular,ella,haguera necessitat
necessitar,1a,indicatiu,condicional perfet,1a,plural,nosaltres,hauríem necessitat
necessitar,1a,indicatiu,condicional perfet,1a,plural,nosaltres,haguérem necessitat
necessitar,1a,indicatiu,condicional perfet,2a,plural,vosaltres,hauríeu necessitat
necessitar,1a,indicatiu,condicional perfet,2a,plural,vosaltres,haguéreu necessitat
necessitar,1a,indicatiu,condicional perfet,3a,plural,ells,haurien necessitat
necessitar,1a,indicatiu,condicional perfet,3a,plural,ells,hagueren necessitat
necessitar,1a,indicatiu,condicional perfet,3a,plural,elles,haurien necessitat
necessitar,1a,indicatiu,condicional perfet,3a,plural,elles,hagueren necessitat
necessitar,1a,indicatiu,passat perifràstic,1a,singular,jo,vaig necessitar
necessitar,1a,indicatiu,passat perifràstic,2a,singular,tu,vares necessitar
necessitar,1a,indicatiu,passat perifràstic,3a,singular,ell,va necessitar
necessitar,1a,indicatiu,passat perifràstic,3a,singular,ella,va necessitar
necessitar,1a,indicatiu,passat perifràstic,1a,plural,nosaltres,vàrem necessitar
necessitar,1a,indicatiu,passat perifràstic,2a,plural,vosaltres,vàreu necessitar
necessitar,1a,indicatiu,passat perifràstic,3a,plural,ells,van necessitar
necessitar,1a,indicatiu,passat perifràstic,3a,plural,elles,van necessitar
necessitar,1a,indicatiu,passat anterior perifràstic,1a,singular,jo,vaig haver necessitat
necessitar,1a,indicatiu,passat anterior perifràstic,2a,singular,tu,vares haver necessitat
necessitar,1a,indicatiu,passat anterior perifràstic,3a,singular,ell,va haver necessitat
necessitar,1a,indicatiu,passat anterior perifràstic,3a,singular,ella,va haver necessitat
necessitar,1a,indicatiu,passat anterior perifràstic,1a,plural,nosaltres,vàrem haver necessitat
necessitar,1a,indicatiu,passat anterior perifràstic,2a,plural,vosaltres,vàreu haver necessitat
necessitar,1a,indicatiu,passat anterior perifràstic,3a,plural,ells,van haver necessitat
necessitar,1a,indicatiu,passat anterior perifràstic,3a,plural,elles,van haver necessitat
mostrar,1a,indicatiu,present,1a,singular,jo,mostre
mostrar,1a,indicatiu,present,2a,singular,tu,mostres
mostrar,1a,indicatiu,present,3a,singular,ell,mostra
mostrar,1a,indicatiu,present,3a,singular,ella,mostra
mostrar,1a,indicatiu,present,1a,plural,nosaltres,mostrem
mostrar,1a,indicatiu,present,2a,plural,vosaltres,mostreu
mostrar,1a,indicatiu,present,3a,plural,ells,mostren
mostrar,1a,indicatiu,present,3a,plural,elles,mostren
mostrar,1a,indicatiu,imperfet,1a,singular,jo,mostrava
mostrar,1a,indicatiu,imperfet,2a,singular,tu,mostraves
mostrar,1a,indicatiu,imperfet,3a,singular,ell,mostrava
